,LIC_1,LIC_3,LIC_31,LIC_35,LIC_37,LIF_22,LIF_24,LIF_26,LIF_28,LIF_30
LOC108351001,0,0,0,0,0,0,0,0,0,0
LOC108351004,0,0,0,0,0,0,0,0,0,0
LOC108351005,0,0,0,0,0,0,0,0,0,0
LOC108351007,0,0,0,0,0.286553,0.5555,0.227499,0.366966,0,0
LOC108351012,0,0,0,0,0,0,0,0,0,0.307929
LOC108351016,0,0,0,0,0,0,0,0,0,0
LOC108351020,0,0,0,0,0,0,0,0,0,0
LOC108351021,0,0,0,0,0.037719,0.027359,0,0,0.057819,0
LOC108351024,0,0,0,0,0,0.092861,0,0,0.040289,0.152797
LOC108351027,0.021375,0,0,0,0.008828,0.078465,0.463599,0.054984,0.228577,0.017441
LOC108351029,0,0,0,0,0,0,0,0,0,0
LOC108351031,0,0,0,0,0,0,0,0,0,0
LOC108351032,0,0,0,0,0.129231,0.129564,0,0,0.058208,0
LOC108351035,0,0,0,0,0,0,0,0,0.05932,0
LOC108351036,0,0,0,0,0,0,0,0,0,0
LOC108351039,2.804755,3.339624,2.624045,4.200027,2.721119,2.360178,4.028046,2.85548,2.713243,2.307978
LOC108351040,0,0.01856,0,0,0.033794,0.035955,0,0.081654,0.084066,0.024077
LOC108351041,0,0,0,0,0,0,0,0,0,0
LOC108351043,0,0,0,0,0,0,0,0,0,0
LOC108351046,0,0,0,0,0,0,0,0,0,0
LOC108351047,0,0,0,0,0,0,0,0,0,0
LOC108351048,0,0,0,0,0,0,0,0,0,0
LOC108351054,0,0.396418,0.512424,0.195907,1.035688,1.166123,2.475614,0.618337,0.90243,0.744254
LOC108351056,0,0,0,0,0,0,0,0,0,0
LOC108351059,0,0,0,0,0,0,0,0,0,0
LOC108351065,0,0,0,0.075074,0,0,0,0,0,0
LOC108351067,0,0.788902,0.166002,0,0,0,0,0,0,0
LOC108351070,0,0,0,0,0,0.236585,0,0,0,0.157354
LOC108351073,0.577896,1.456366,1.732974,3.078737,3.035331,2.028461,1.661709,3.12872,2.00361,2.22277
LOC108351080,0,0,0,0,0,0,0,0,0,0
LOC108351094,0,0,0,0,0,0,0,0,0,0
LOC108351095,0,0,0,0,0,0,0,0,0,0
LOC108351097,22.92141,35.112514,29.211254,41.644703,20.233351,26.391069,25.033573,36.717106,11.730103,37.301567
LOC108351099,0,0,0,0,0,0,0,0,0,0
LOC108351105,0,0,0,0,0,0.032597,0.083358,0,0,0
LOC108351116,0,0,0,0,0,0,0,0,0,0
LOC108351124,0,0,0,0,0,0,0,0,0,0
LOC108351128,0,0,0,0,0,0,0,0,0,0
LOC108351129,0,0,0,0,0,0,0,0,0,0
LOC108351136,0,0,0,0,0,0,0,0,0,0.021548
LOC108351142,0,0,0,0,0,0,0,0,0,0
LOC108351144,0,0,0,0,0,0,0,0,0,0
LOC108351145,0,0,0,0,0,0,0,0,0,0
LOC108351157,0,0.017379,0,0,0,0.022498,0,0,0,0
LOC108351158,0,0,0,0,0,0,0,0,0,0
LOC108351161,0.045347,0.058712,0.017016,0,0.098351,0.017139,0,0,0.031237,0.056362
LOC108351164,0,0.075199,0,0.014315,0.071989,0,0,0.033052,0,0.060701
LOC108351166,0.037245,0,0,0,0,0.104868,0,0.046339,0.159691,0.041265
LOC108351167,0,0,0,0,0,0,0,0,0,0
LOC108351172,0,0,0,0,0,0.132898,0,0,0,0
LOC108351174,0,0,0,0,0,0,0,0,0,0
LOC108351176,0,0,0,0,0,0,0,0,0,0
LOC108351177,0,0,0,0,0,0,0,0,0,0
LOC108351178,0.059618,0,0,0,0,0,0,0,0,0
LOC108351180,0,0,0,0,0,0,0,0,0,0
LOC108351183,0,0,0,0,0,0,0,0,0,0
LOC108351184,0,0,0,0,0,0,0,0,0,0
LOC108351187,0,0,0,0,0,0,0,0,0,0
LOC108351190,0,0,0,0,0,0,0,0,0,0
LOC108351199,0,0,0,0,0,0,0,0,0,0
LOC108351200,0.507919,0.212396,0.3995,0.17288,0.729887,0.902272,0.35151,0.85131,0.38624,0.552628
LOC108351205,0,0,0,0,0,0,0,0,0,0
LOC108351206,0,0,0,0,0,0,0,0,0,0
LOC108351213,0,0,0,0,0,0,0,0,0,0
LOC108351214,0,0,0,0,0,0,0,0,0,0
LOC108351219,0,0,0,0,0,0,0,0,0,0
LOC108351220,0,0,0,0,0,0,0,0,0,0
LOC108351221,0,0,0,0,0,0,0,0,0,0
LOC108351223,0,0,0,0,0,0,0,0,0,0
LOC108351226,0,0,0,0,0,0,0,0,0,0
LOC108351227,0,0,0,0,0,0,0,0,0,0
LOC108351228,0,0,0,0,0,0,0,0,0,0
LOC108351230,0,0,0,0,0,0,0,0,0,0
LOC108351234,0,0,0,0,0,0,0,0,0,0
LOC108351236,0,0,0,0,0,0,0,0,0,0
LOC108351238,0,0,0,0,0,0,0,0,0,0
LOC108351240,0,0,0,0.093804,0,0,0,0,0,0
LOC108351242,0,0,0,0,0,0,0,0,0,0
LOC108351243,0,0,0,0,0,0,0,0,0,0
LOC108351250,0,0,0,0,0,0,0,0,0,0
LOC108351251,0.077511,0,0,0,0,0,0.610332,0,0,0
LOC108351255,1.080335,0.623002,1.307138,1.153728,0.318465,0.246997,0.303186,0.463948,0.747796,0.92607
LOC108351257,0,0,0,0,0,0,0,0,0,0
LOC108351259,0,0,0,0,0,0,0,0,0,0
LOC108351262,0,0,0,0,0,0,0,0,0,0
LOC108351266,0,0,0,0,0,0,0,0,0,0
LOC108351275,0,0,0.19054,0,0.0008,0.147626,0.00783,0.004967,0.02866,0.004899
LOC108351280,0,0,0,0,0,0,0,0,0,0
LOC108351282,0,0,0,0,0,0,0,0,0,0
LOC108351283,0,0,0,0,0,0,0,0,0,0
LOC108351288,0,0,0,0,0,0,0,0,0,0
LOC108351289,0,0,0,0,0,0,0,0,0,0
LOC108351290,0,0,0,0,0,0,0,0,0,0
LOC108351291,0.076853,0,0.620626,0.118292,0.13419,0.103057,0.372703,0,0.070045,0.174824
LOC108351292,0,0.10416,0,0,0,0,0,0,0,0
LOC108351293,0,0,0,0,0,0,0,0,0,0
LOC108351294,0,0,0,0,0,0,0,0,0,0
LOC108351299,1.280658,1.938075,0.647707,2.390984,4.039157,2.206371,0.623087,2.328171,2.02257,1.77737
LOC108351302,0,0,0,0.27752,0,0,0,0,0,0
LOC108351305,0,0,0,0,0,0,0,0,0,0
LOC108351307,0,0,0,0,0,0,0,0,0,0
LOC108351309,0,0,0,0,0,0,0,0,0,0
LOC108351313,0,0,0,0,0,0,0,0,0,0
LOC108351315,0,0,0,0,0,0,0,0,0,0
LOC108351342,0,0,0,0,0,0,0,0,0,0
LOC108351347,0,0,0.308486,0,0.245297,0,0.319961,0,0.264523,0.501259
LOC108351348,0,0,0,0,0,0,0,0,0.317099,0
LOC108351349,0,0,0,0,0,0,0,0,0,0
LOC108351357,0,0,0,0,0,0,0,0,0,0
LOC108351358,0,0,0,0,0,0,0,0,0,0
LOC108351362,0,0,0,0,0,0,0,0,0,0
LOC108351363,0,0,0,0,0,0,0,0,0,0
LOC108351364,0,0,0,0,0,0,0,0,0,0
LOC108351369,0,0,0,0,0,0,0,0,0,0
LOC108351370,0,0,0,0,0,0,0,0,0,0
LOC108351376,0,0,0,0,0,0,0,0,0,0
LOC108351377,2.151789,1.849173,1.733452,1.891162,1.418576,0.794333,0.35669,1.86043,0.335481,0.753782
LOC108351379,0,0,0,0,0,0,0,0,0,0
LOC108351380,0,0,0,0,0,0,0,0,0,0
LOC108351405,1.418352,0.277582,1.581125,0.778032,5.22198,4.305123,6.692218,4.767282,5.622901,6.575681
LOC108351409,0,0,0,0,0,0,0,0,0,0
LOC108351412,0,0,0,0,0,0,0,0,0,0
LOC108351413,0,0,0,0,0,0,0,0,0,0
LOC108351415,0,0,0,0,0,0,0,0,0,0
LOC108351419,0,0,0,0,0,0,0,0,0.034136,0
LOC108351425,0.091795,0.115389,0.043192,0.171986,0.06533,0.211824,0.489104,0.445514,0.600637,0.331093
LOC108351426,0,0,0,0,0,0,0,0,0,0
LOC108351427,0,0,0,0,0,0,0,0,0,0
LOC108351430,0,0,0,0,0,0,0,0,0,0
LOC108351432,0,0,0,0,0,0,0,0,0,0
LOC108351445,0,0,0,0,0,0,0,0,0,0
LOC108351449,0,0,0,0,0,0,0,0,0,0
LOC108351450,0,0,0,0,0,0,0,0,0,0
LOC108351454,0,0,0,0,0,0,0,0,0,0
LOC108351461,0.320383,0,0,0,0.087469,0.176189,0.376717,0.056763,0.404045,0.150383
LOC108351462,0,0,0,0,0,0,0,0,0,0
LOC108351463,0,0,0,0,0,0,0,0,0,0
LOC108351467,0,0,0,0,0,0,0,0,0,0
LOC108351468,0.06316,0,0,0,0,0.116467,0.058059,0,0.086836,0
LOC108351469,0.080767,0.189483,0.20016,0.096733,0.047564,0.060334,0.103668,0.023144,0.06953,0.068678
LOC108351471,0,0,0,0,0,0,0,0,0,0
LOC108351472,0,0,0.121692,0,0.331504,0.271521,0.254648,0,0.140651,0
LOC108351485,0,0,0,0.018626,0,0,0,0,0,0
LOC108351490,0,0,0,0,0,0,0,0,0,0
LOC108351495,0,0,0,0,0.027828,0,0,0,0,0
LOC108351497,0.050124,0,0,0,0.021132,0.066777,0.037563,0.146001,0.12241,0.137077
LOC108351498,0.618923,0.3645,0,0.064135,1.277236,0.469008,0.715825,1.377469,0.472346,0.953708
LOC108351507,0,0,0,0,0,0,0,0,0,0
LOC108351508,0,0,0,0,0,0,0,0,0,0
LOC108351510,0,0,0,0,0,0,0,0,0,0
LOC108351519,0.498244,0.341384,0,0.23132,0.191687,0.103207,0,0.049041,0,0.288033
LOC108351520,0,0,0,0,0,0,0,0,0,0
LOC108351522,0,0,0,0,0,0,0,0,0,0
LOC108351525,0,0,0,0,0,0,0,0,0,0
LOC108351526,0,0,0.506761,0,0,0,0,0,0,0
LOC108351527,0,0,0,0,0,0,0,0,0,0
LOC108351528,0.060761,0,0,0,0,0.07303,0,0,0,0
LOC108351529,0.015992,0,0,0,0.045072,0.025187,0,0.005693,0.005831,0.014919
LOC108351530,0,0,0,0,0,0,0,0,0,0
LOC108351532,0,0,0,0,0,0,0.375486,0.041617,0,0
LOC108351533,0,0,0,0,0,0,0,0,0,0
LOC108351535,1.091329,0.29953,0.14775,0.38876,0.840681,1.548986,2.021001,2.122717,2.225002,1.142138
LOC108351537,0,0,0,0,0.111343,0,0,0,0,0
LOC108351538,0,0,0,0,0,0,0,0,0,0
LOC108351542,2.657162,1.43414,0.46616,2.129165,1.621073,1.222341,1.214547,1.662961,2.981288,1.7929
LOC108351545,0,0,0,0.018132,0.016803,0,0,0,0,0
LOC108351546,0.516195,0.347965,0.352676,0.530053,0.677893,2.865599,3.267905,2.402062,3.600807,1.409882
LOC108351548,0,0,0,0,0,0,0,0,0.028149,0
LOC108351553,0,0,0,0,0,0,0,0.273984,0,0
LOC108351554,0.14999,0,0.270119,0.218814,0,0,0,0.350221,0.373814,0
LOC108351555,0.058862,0.017212,0,0,0,0,0,0,0,0
LOC108351558,0,0,0,0,0,0,0,0,0,0
LOC108351584,32.756546,28.820761,20.778284,15.101353,25.842323,16.506969,26.089258,26.199583,26.318039,17.219378
LOC108351587,0,0,0,0,0,0,0,0,0,0
LOC108351591,0,0,0,0,0,0,0,0,0,0
LOC108351592,0,0,0,0,0,0,0,0,0,0
LOC108351593,0.329012,0.064187,0.421548,0,0.164344,0,0,0,0,0.037227
LOC108351595,0.665736,0.129024,0.226316,0,0.443989,0.80191,0.309527,0.646091,0.698338,1.627572
LOC108351597,0,0,0,0,0,0,0,0,0,0
LOC108351599,0,0,0,0,0,0,0,0,0,0
LOC108351603,0,0,0,0,0,0,0,0,0,0
LOC108351606,11.215837,29.769587,22.997036,24.670496,32.815929,38.497494,24.364315,23.095114,25.627346,26.905949
LOC108351622,0,0,0,0,0,0,0,0,0,0
LOC108351625,0,0,0,0,0,0,0,0,0,0
LOC108351646,0,0,0,0,0,0,0,0,0,0
LOC108351649,0,0,0,0,0,0,0,0,0,0
LOC108351651,0,0,0,0,0,0,0,0,0,0
LOC108351652,0,0,0,0,0,0,0,0,0,0
LOC108351654,0,0.027005,0.124455,0.071143,0.169165,0,0.342918,0.205527,0.184135,0
LOC108351657,0,0,0,0,0,0,0,0,0,0
LOC108351659,0,0,0,0,0.765961,0.278428,0,0.647815,0.217772,0
LOC108351660,0,0,0,0,0,0,0,0,0,0.4159
LOC108351663,0.053478,0,0,0,0,0,0,0,0.04893,0
LOC108351664,0.020162,0,0,0,0.079572,0,0.218632,0.042192,0.031067,0
LOC108351665,0,0,0,0,0,0,0,0,0,0
LOC108351666,0,0,0,0,0,0,0,0,0,0
LOC108351669,0,0,0,0,0,0,0,0,0,0
LOC108351675,0,0,0,0,0,0,0,0,0,0
LOC108351684,0,0,0,0,0,0,0,0,0,0
LOC108351685,0,0.072703,0,0,0,0,0,0,0.056587,0.066127
LOC108351686,0,0,0,0,0,0,0,0,0,0
LOC108351687,0,0,0,0,0,0,0,0,0,0
LOC108351689,0,0,0,0,0,0,0,0,0,0
LOC108351691,0,0.066439,0,0.2834,0.08355,0.128711,0,0.325321,0.116118,0.183352
LOC108351693,0,0,0,0,0,0,0,0,0,0
LOC108351703,0,0.165565,0,0,0.019416,0,0.191894,0.241397,0.725448,0
LOC108351705,0,0,0,0,0,0,0,0,0,0
LOC108351706,0,0,0,0,0,0,0,0,0,0
LOC108351715,0.004079,0.028506,0.002699,0.046075,0.048259,0.442959,0.134002,0.000666,0.001685,0.000041
LOC108351719,0,0,0,0,0,0.672017,0,0,0,0.191592
LOC108351727,0,0,0,0,0,0.14972,0,0.092947,0.094221,0.182293
LOC108351729,0,0,0,0,0,0,0,0,0,0
LOC108351731,0,0,0,0,0,0,0,0,0,0
LOC108351739,0,0,0,0,0,0,0,0,0,0
LOC108351742,0,0,0,0,0,0,0,0,0,0
LOC108351747,0,0.06628,0,0.018874,0.057424,0.04854,0.100864,0,0.036986,0.106043
LOC108351748,0,0,0,0,0,0,0,0,0,0
LOC108351750,0,0,0,0,0,0,0,0,0,0
LOC108351752,0,0,0,0,0,0,0,0,0,0
LOC108351754,0,0,0,0,0,0,0,0,0,0
LOC108351756,0,0,0,0,0,0,0,0,0,0
LOC108351758,0,0,0,0,0,0,0,0,0,0
LOC108351761,0,0,0,0,0,0,0,0,0,0
LOC108351767,0,0,0,0,0,0,0,0,0,0
LOC108351768,0,0,0,0,0,0,0,0,0,0
LOC108351773,0,0,0,0,0,0,0,0,0,0
LOC108351778,0,0,0,0.182895,0,0,0,0,0,0
LOC108351781,0.539002,0.151522,0.049028,0.037773,0.867636,1.361823,0.610772,1.271335,0.873591,0.505227
LOC108351782,0,0,0,0,0,0,0,0,0,0
LOC108351784,0,0,0,0,0,0,0,0,0,0
LOC108351789,0,0,0,0,0,0,0,0,0,0
LOC108351790,0,0,0,0,0,0,0,0,0,0
LOC108351791,0,0,0,0,0,0,0,0,0,0
LOC108351793,0,0,0,0,0,0,0,0,0,0
LOC108351794,0,0,0,0,0,0,0,0,0,0
LOC108351801,0,0,0,0,0,0,0,0,0,0
LOC108351802,0,0.026862,0.057766,0,0.038979,0.276392,0.197204,0,0,0
LOC108351804,0,0,0,0,0,0,0,0,0,0
LOC108351811,0,0,0,0.467442,0,0,0,0,0,0
LOC108351821,0,0,0,0,0,0,0,0,0,0
LOC108351823,0,0,0,0,0,0,0,0,0,0
LOC108351831,0,0,0,0.143861,0,0,0,0,0,0
LOC108351834,0,0,0,0,0,0,0,0,0,0
LOC108351840,0,0,0,0,0,0,0,0,0,0
LOC108351844,0,0,0,0,0,0,0,0,0,0
LOC108351848,0,0,0,0,0,0,0,0,0,0
LOC108351855,0,0,0,0,0,0,0,0,0,0
LOC108351878,0,0,0,0,0,0,0,0,0,0
LOC108351885,0.192692,0.073741,0,0.09007,0.326475,0.380027,0.283129,0.153873,0.356182,0.384748
LOC108351887,0,0,0,0,0,0,0,0,0,0
LOC108351892,0,0,0,0,0,0.150136,0.204257,0,0,0.282188
LOC108351893,0.16132,0,0.269139,0.123798,0.111143,0.398126,0.460109,0.958353,0.310861,0.183151
LOC108351894,0,0,0,0,0,0,0,0,0,0
LOC108351895,0,0,0,0,0,0,0,0,0,0
LOC108351896,0,0,0,0,0,0,0,0,0,0
LOC108351900,0,0,0,0,0,0,0,0,0,0
LOC108351903,0.078847,0.03753,0.044764,0.030112,0.015357,0.005972,0.020167,0.026191,0.100466,0.013555
LOC108351918,0.151231,0.011456,0.115628,0,0,0.354501,0,0.078232,0,1.094598
LOC108351921,0,0,0,0,0,0,0,0,0,0
LOC108351926,0,0,0,0,0,0,0,0,0,0
LOC108351929,0,0,0,0,0,0,0,0,0,0
LOC108351931,0,0,0.183137,0.140036,0,0,0,0,0,0.06168
LOC108351932,0.051509,0.132226,0.062505,0.018072,0.127041,0.06928,0.164469,0,0.018254,0.069154
LOC108351933,0,0,0,0,0,0,0,0,0,0
LOC108351935,0,0,0,0,0,0,0,0,0,0
LOC108351936,2.146636,1.629266,0.331197,2.192086,2.167176,2.909865,1.281074,0.602242,0.951566,0
LOC108351940,0,0,0,0,0,0,0,0,0,0
LOC108351943,0.089723,0,0,0,0,0,0,0.187458,0,0
LOC108351945,0,0,0,0,0.041015,0,0,0,0,0
LOC108351947,0,0,0,0,0.214735,0,0.451346,0,0,0
LOC108351950,0,0,0,0,0,0,0,0,0,0
LOC108351952,0,0,0,0,0,0,0,0,0,0
LOC108351955,0,0,0,0,0,0,0,0,0,0
LOC108351956,0,0,0,0,0,0,0,0,0,0
LOC108351964,0.144213,0.406188,0.739241,0.087475,0.342603,0.664491,0.562399,0.53128,0.414062,0.732712
LOC108351965,0,0,0,0,0,0,0,0,0,0
LOC108351966,0.251119,3.374386,6.192276,1.515226,2.965735,6.315771,5.566406,5.033641,1.679699,3.419861
LOC108351970,2.618783,1.409223,1.360818,1.370868,2.429972,0.440542,4.261116,2.51485,2.317962,2.461849
LOC108351971,0,0,0,0,0,0,0,0,0,0
LOC108351974,0,0,0,0.144141,0,0,0,0,0,0
LOC108351976,0,0,0,0,0,0,0,0,0,0
LOC108351978,0,0,0,0,0,0,0,0,0,0
LOC108351980,0,0,0,0,0,0,0,0,0.153044,0
LOC108351981,0,0,0,0,0,0,0,0,0,0
LOC108351983,0,0,0,0,0,0,0,0,0,0
LOC108351994,0,0,0,0,0,0,0,0,0,0
LOC108351999,0,0,0,0,0,0,0,0,0,0
LOC108352001,0,0,0,0,0,0,0,0,0,0
LOC108352004,0,0,0,0,0,0,0,0,0,0
LOC108352013,0.128656,0.045067,0.047307,0.049613,0.215958,0.169251,0.15332,0.2042,0.266472,0.215725
LOC108352014,0,0,0,0,0,0,0,0,0,0
LOC108352017,0,0,0,0,0,0,0,0,0,0
LOC108352021,0,0,0,0,0,0,0,0,0,0
LOC108352023,0,0,0,0,0,0,0,0,0,0
LOC108352024,0,0,0,0,0,0,0,0,0,0
LOC108352025,0,0,0,0,0,0,0,0,0,0
LOC108352027,0,0,0,0,0,0,0,0,0,0
LOC108352034,0,0,0,0,0,0,0,0,0,0
LOC108352035,0,0,0,0,0,0,0,0,0,0
LOC108352046,0,0,0,0,0,0,0,0,0,0
LOC108352048,0,0,0,0,0.032962,0,0,0,0,0
LOC108352053,0,0,0,0,0,0,0,0,0,0
LOC108352061,0,0,0,0,0,0,0,0,0,0
LOC108352063,0,0,0,0,0,0,0,0,0,0
LOC108352064,0,0,0,0,0,0,0,0,0,0
LOC108352066,0,0,0,0.191705,0,0.081022,0,0,0,0
LOC108352067,0,0,0,0,0,0,0,0,0,0
LOC108352068,0,0,0,0,0,0,0,0,0,0
LOC108352070,0,0,0,0,0,0,0,0.011335,0,0
LOC108352071,0,0.038141,0,0,0,0,0,0,0,0
LOC108352072,0,0,0,0,0,0,0,0,0,0
LOC108352074,0,0,0,0,0,0,0,0,0,0
LOC108352076,0,0.033332,0,0,0,0,0,0.046116,0,0.028791
LOC108352079,0,0,0,0,0,0,0,0,0,0
LOC108352082,0.086752,0.210957,0.215191,0.147993,0.253003,0.64114,0.96088,0.154861,0.492907,0.161294
LOC108352083,0,0,0,0,0,0,0,0,0,0
LOC108352086,0,0,0,0,0,0.065837,0,0,0,0
LOC108352097,0,0,0,0,0,0,0,0,0,0
LOC108352105,0,0,0,0,0,0,0,0.15891,0,0
LOC108352107,0,0.086424,0.14143,0.091395,0.224205,0.148591,0.1114,0.307344,0.10944,0.143639
LOC108352110,0.141577,0.126421,0.475826,0.097726,0,1.69507,0.563585,0.85121,0.465972,0.067423
LOC108352121,0,0,0,0,0,0,0,0,0,0
LOC108352122,0,0,0,0,0,0,0,0,0,0
LOC108352124,0,0,0,0,0,0,0,0,0,0.182334
LOC108352129,0,0,0,0,0,0,0,0,0,0
LOC108352130,0,0,0,0,0,0,0,0,0.114401,0
LOC108352132,0,0,0,0,0,0.176362,0.094906,0,0.023698,0
LOC108352133,0,0,0,0,0,0,0,0,0,0
LOC108352136,0,0,0,0,0,0,0,0,0,0
LOC108352137,0,0,0,0,0,0,0,0,0,0
LOC108352140,0,0,0,0,0,0,0,0,0,0
LOC108352141,0,0,0,0,0,0.167028,0,0,0,0
LOC108352143,0,0,0,0,0,0,0,0,0,0
LOC108352144,0,0,0,0,0,0,0,0,0,0
LOC108352146,0,0,0,0,0,0,0,0,0,0
LOC108352148,0,0.078954,0,0,0,0,0,0,0,0
LOC108352149,0,0,0,0.058472,0,0.245786,0,0,0.302107,0.261892
LOC108352150,0,0,0,0,0,0,0,0,0,0
LOC108352151,0,0,0,0,0,0,0,0,0,0
LOC108352153,0,0,0,0,0,0,0,0,0,0
LOC108352154,0,0,0,0,0,0,0,0,0,0
LOC108352157,0,0,0,0,0,0,0,0,0,0
LOC108352160,0,0,0,0,0,0,0,0,0,0.098688
LOC108352161,3.917753,4.315929,3.101597,15.93549,9.896868,8.786719,11.348998,3.468734,14.227556,7.466098
LOC108352162,0,0,0,0,0,0,0,0,0,0
LOC108352165,1.415705,0.485972,0.833339,0.302556,1.148991,0.392216,1.081447,0.524962,0.647243,0
LOC108352169,0,0,0,0,0,0,0,0,0,0
LOC108352174,0,0,0,0.372679,0,0,0,0,0,0
LOC108352176,0,0.115784,0.024839,0.04861,0,0,0,0.144992,0.050403,0
LOC108352182,0.000614,0,0,0,0.118372,0.687415,0.051538,0,0,0.820433
LOC108352184,0,0,0,0,0,0,0,0,0,0
LOC108352191,3.914411,0.880323,0.303175,2.957621,2.219593,1.50826,1.441675,0.429829,1.081871,1.93044
LOC108352196,0,0,0,0,0,0,0,0,0,0
LOC108352198,0,0.026865,0,0,0,0.119104,0.066419,0,0,0
LOC108352202,0,0,0,0,0,0,0,0,0,0
LOC108352204,0,0,0,0,0.144601,0.89989,0,0,0,0.183717
LOC108352207,0,0,0,0,0.327735,0,0,0,0,0
LOC108352208,0,0,0,0,0,0,0,0,0,0
LOC108352211,0,0,0,0,0,0,0,0,0,0
LOC108352212,0.246888,0.099423,0,0,0.850934,0.221501,0.652893,0.121018,0,0.782746
LOC108352213,0,0,0,0,0,0,0,0,0,0
LOC108352216,0,0,0,0,0,0,0,0,0,0
LOC108352222,0,0,0,0,0,0,0,0,0,0
LOC108352225,0,0,0,0,0,0,0,0,0,0
LOC108352227,0,0,0,0,0,0,0,0,0,0
LOC108352228,0,0,0,0,0,0,0,0,0,0
LOC108352292,0,0,0,0,0,0,0,0,0,0
LOC108352294,0,0,0,0,0,0,0,0,0,0
LOC108352301,0,0,0,0,0,0,0,0,0,0
LOC108352303,0,0,0,0,0,0,0,0,0,0
LOC108352304,0,0,0,0,0,0,0,0,0,0
LOC108352305,0.12673,0,0,0,0,0,0,0,0,0
LOC108352307,0,0,0,0,0,0,0,0,0,0
LOC108352309,0,0,0,0,0,0,0,0,0,0
LOC108352311,0.147372,0.049553,0,0,0,0,0,0.236755,0.200505,0.094308
LOC108352312,0,0,0,0,0,0,0,0,0,0
LOC108352313,0,0,0,0,0,0,0,0,0,0
LOC108352314,0,0,0,0,0,0,0,0,0,0
LOC108352316,0,0,0,0.285646,0.582331,0,0,0.099979,0.288501,0.080314
LOC108352322,0,0,0,0,0,0,0,0,0,0
LOC108352323,0.041411,0.022945,0,0,0.081417,0.312228,0.140602,0,0.154175,0.100092
LOC108352328,0.051747,0,0.018349,0,0,0,0.080637,0,0.038934,0.011294
LOC108352329,0,0,0,0,0,0,0,0,0,0
LOC108352331,0,0,0,0,0,0,0,0,0,0
LOC108352336,0,0,0,0,0,0,0,0,0,0
LOC108352339,0,0,0,0,0,0,0,0,0,0
LOC108352341,0,0,0,0,0,0,0,0,0,0
LOC108352342,0.571979,0.508453,0,0.190854,0.319651,0.241295,0.470361,0.549532,0.954991,0.22016
LOC108352343,0,0,1.488564,0.074279,0.120432,0,0,0,0,0.160115
LOC108352348,1.707907,3.597271,4.023593,3.580395,2.960854,2.415061,1.112954,3.37216,2.95851,3.159202
LOC108352349,0,0,0,0,0,0,0,0,0,0
LOC108352352,0,0,0,0,0,0,0,0,0,0
LOC108352357,58.37059,13.168933,22.646288,21.581942,35.72863,7.979027,15.354184,46.698437,27.065847,23.069868
LOC108352363,0,0,0,0,0,0,0,0,0,0
LOC108352364,0.048225,0,0,0,0,0,0,0,0,0
LOC108352365,0,0,0,0,0,0,0,0,0,0
LOC108352379,0,0,0,0,0,0,0,0,0,0
LOC108352383,0,0,0,0,0,0.050397,0,0,0,0
LOC108352384,0,0,0,0,0.118937,0.178737,0.120532,0,0.113565,0.561469
LOC108352385,0,0,0,0,0,0,0,0.02386,0.017518,0
LOC108352389,0,0,0,0,0,0,0,0,0,0
LOC108352390,0,0,0,0,0,0,0,0,0,0
LOC108352392,0,0.054539,0,0,0,0.126383,0.19756,0,0.273644,0.056228
LOC108352401,0,0,0,0,0,0,0,0,0,0
LOC108352409,0,0,0,0,0,0,0,0,0,0
LOC108352411,0,0,0,0.03144,0.233031,0,0,0.040875,0.127,0
LOC108352413,0.120753,0,0,0.042067,0,0.512891,0,0,0.100308,0
LOC108352416,0.528884,0.36811,0.912333,0.703067,1.201418,0.423399,0.166601,0.581911,0.615749,0.237318
LOC108352417,0,0,0,0,0,0,0,0,0,0
LOC108352419,0,0,0,0,0,0,0,0,0,0
LOC108352423,0,0,0,0,0,0.069108,0.171126,0.084994,0.23393,0.113542
LOC108352424,0.406716,0.223492,0.323022,0.385249,0.645683,0.860698,1.380039,0.656487,0.76256,0.452622
LOC108352425,0,0,0,0,0,0,0,0,0,0
LOC108352432,0,0,0,0,0,0.453254,0.896038,1.204634,0,0
LOC108352435,0,0,0,0,0,0.932164,0,0,0,0
LOC108352438,0,0,0,0,0,0,0,0,0,0
LOC108352441,0,0,0,0,0,0,0,0,0,0
LOC108352443,0,0,0,0,0,0,0,0,0,0
LOC108352444,0,0,0,0,0,0,0,0,0,0
LOC108352445,0,0,0,0,0,0,0,0,0,0
LOC108352447,0.14992,0.058491,0,0,0.27599,0.465018,0.326422,0.27771,0.442378,0.15105
LOC108352448,0.051817,0,0,0,0.520169,0,0,0.365648,0,0.160007
LOC108352451,0,0,0,0,0,0,0,0,0,0
LOC108352452,0,0,0,0,0,0,0,0,0,0
LOC108352453,0,0.018932,0.230942,0,0.684089,0.258599,0,0.157109,0.03102,0.59034
LOC108352455,0.0278,0,0,0,0,0,0,0,0,0
LOC108352458,0,0,0,0,0,0,0,0,0,0
LOC108352460,0,0,0,0,0,0,0,0,0,0
LOC108352461,0,0,0,0,0,0,0,0,0,0
LOC108352466,0,0,0,0,0,0,0,0,0,0
LOC108352468,0,0,0,0,0,0,0,0,0,0
LOC108352469,0,0,0,0,0.012373,0,0,0.063857,0,0.013398
LOC108352470,0,0,0,0,0.029655,0,0,0,0,0
LOC108352479,0,0,0,0,0,0,0,0,0,0
